PopID,Pop,City,Urban,Distance,Trial,Height_cm,Monarchs,Rhysomatus,Myzocallis,Euchaetes,Lygaeus,Oncopeltus,Tetraopes,Leaf_Beetle,Fly,Abundance ,Diversity,Average_Leaf_Herbivory,Height_Scars_cm
AS012,5,Toronto,urban,21.58,Early,71.5,0,0,0,0,0,0,0,0,0,0,0,8,2.9
AS012,5,Toronto,urban,21.58,Early,99.5,0,0,0,0,0,0,0,0,0,0,0,6.8,0
AS012,5,Toronto,urban,21.58,Early,131,0,0,0,0,0,0,0,0,0,0,0,7.5,0
AS012,5,Toronto,urban,21.58,Early,75.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AS014,6,Toronto,urban,25.05,Early,107,0,0,0,0,0,0,0,0,2,2,1,0.4,0
AS014,6,Toronto,urban,25.05,Early,95.5,0,0,0,0,0,0,0,0,2,2,1,0.4,0
AS014,6,Toronto,urban,25.05,Early,87,0,0,0,0,0,0,0,0,0,0,0,0,0
AS014,6,Toronto,urban,25.05,Early,66.5,0,0,0,0,0,0,0,0,1,1,1,1.1,0
AS014,6,Toronto,urban,25.05,Early,97.5,0,0,0,0,0,0,0,0,0,0,0,2,0
AS019,7,Toronto,rural,30.36,Early,68,0,0,0,0,0,0,0,0,0,0,0,0,0
AS019,7,Toronto,rural,30.36,Early,90.2,0,0,0,0,0,0,0,0,0,0,0,0,0
AS019,7,Toronto,rural,30.36,Early,122,0,0,0,0,0,0,0,0,0,0,0,5,0
AS019,7,Toronto,rural,30.36,Early,65,0,0,0,0,0,0,0,0,0,0,0,1.5,0
AS019,7,Toronto,rural,30.36,Early,89,0,0,0,0,0,0,0,0,0,0,0,0.4,0
AS020,8,Toronto,rural,30.32,Early,58,0,0,0,0,0,0,0,0,0,0,0,0,0
AS020,8,Toronto,rural,30.32,Early,86.4,0,0,0,0,0,0,0,0,0,0,0,0,0.6
AS020,8,Toronto,rural,30.32,Early,43,0,0,0,0,0,0,0,0,0,0,0,0,6
AS020,8,Toronto,rural,30.32,Early,94,0,0,0,0,0,0,0,0,0,0,0,0,0
AS020,8,Toronto,rural,30.32,Early,48,0,0,0,0,0,0,0,0,0,0,0,7,0
AS021,9,Toronto,rural,27.94,Early,55,0,0,0,0,0,0,0,0,0,0,0,5.5,0
AS021,9,Toronto,rural,27.94,Early,45,0,0,0,0,0,0,0,0,0,0,0,0,0
AS021,9,Toronto,rural,27.94,Early,45,0,0,0,0,0,0,0,0,0,0,0,5.1,0
AS021,9,Toronto,rural,27.94,Early,50,0,2,0,0,0,0,0,0,0,2,1,6.6,0
AS021,9,Toronto,rural,27.94,Early,58.8,0,0,0,0,0,0,0,0,0,0,0,0.1,0
AS021,9,Toronto,rural,27.94,Early,124,3,0,0,0,0,0,0,0,0,3,1,0.3,0
AS021,9,Toronto,rural,27.94,Early,85,2,0,0,0,0,0,0,0,1,3,2,2,0
AS021,9,Toronto,rural,27.94,Early,27,0,0,0,0,0,0,0,0,0,0,0,0.7,0
AS021,9,Toronto,rural,27.94,Early,91,0,0,0,0,0,0,0,0,0,0,0,0,0
AS021,9,Toronto,rural,27.94,Early,127,0,0,0,0,0,0,0,0,0,0,0,0,0
AS024,10,Toronto,urban,13.68,Early,105,0,0,0,0,0,0,0,0,0,0,0,0.9,0
AS024,10,Toronto,urban,13.68,Early,74,0,0,0,0,0,0,0,0,2,2,1,0.8,0
AS024,10,Toronto,urban,13.68,Early,100,0,0,0,0,0,0,0,0,0,0,0,7.1,0
AS024,10,Toronto,urban,13.68,Early,89,0,0,0,0,0,0,0,0,2,2,1,2.1,0
AS024,10,Toronto,urban,13.68,Early,121,0,0,0,0,0,0,0,0,0,0,0,2.7,0
AS025,11,Toronto,urban,15.68,Early,74,0,0,0,0,0,0,0,0,0,0,0,0.4,0
AS025,11,Toronto,urban,15.68,Early,98.8,0,0,0,0,0,0,0,0,0,0,0,0.5,0
AS025,11,Toronto,urban,15.68,Early,135.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AS025,11,Toronto,urban,15.68,Early,101,0,0,0,0,0,0,0,0,0,0,0,0,0
AS025,11,Toronto,urban,15.68,Early,97.5,0,0,0,0,0,0,0,0,0,0,0,1.3,0
AS026,12,Toronto,urban,9.89,Early,76,0,0,0,0,0,0,0,0,0,0,0,2.5,0
AS026,12,Toronto,urban,9.89,Early,52.5,0,0,0,0,0,0,0,0,0,0,0,4.1,0
AS028,13,Toronto,urban,5.98,Early,99.5,0,0,0,0,0,0,0,0,0,0,0,1.5,0
AS028,13,Toronto,urban,5.98,Early,39,0,0,0,0,0,0,0,0,0,0,0,1.9,0.4
AS028,13,Toronto,urban,5.98,Early,85,0,0,0,0,0,0,0,0,0,0,0,1.7,10
AS028,13,Toronto,urban,5.98,Early,79.2,0,0,0,0,0,0,1,0,0,1,1,0.5,4
AS028,13,Toronto,urban,5.98,Early,142,0,0,0,0,0,0,0,0,0,0,0,6.1,9.3
AS029,14,Toronto,urban,8.65,Early,93.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AS029,14,Toronto,urban,8.65,Early,69,0,0,0,0,0,0,0,0,0,0,0,0.5,0
AS029,14,Toronto,urban,8.65,Early,110,0,0,0,0,0,0,0,0,0,0,0,0,0
AS029,14,Toronto,urban,8.65,Early,111.5,0,0,0,0,0,0,0,0,1,1,1,4.2,0
AS029,14,Toronto,urban,8.65,Early,83,1,0,0,0,0,0,0,0,1,2,2,0.3,0
AS031,15,Toronto,rural,25.78,Early,85,0,0,0,0,0,0,0,0,1,1,1,1.2,0
AS031,15,Toronto,rural,25.78,Early,89,0,0,0,0,0,0,0,1,0,1,1,1.5,0
AS031,15,Toronto,rural,25.78,Early,65,0,0,0,0,0,0,0,0,0,0,0,8.6,6
AS031,15,Toronto,rural,25.78,Early,33,0,0,0,0,0,0,0,0,0,0,0,0,0
AS031,15,Toronto,rural,25.78,Early,55,0,0,0,0,0,0,0,0,0,0,0,6,0
AS032,16,Toronto,rural,33.19,Early,95,0,0,0,0,0,0,0,0,0,0,0,0,0
AS032,16,Toronto,rural,33.19,Early,108,0,0,0,0,0,0,0,0,0,0,0,0.5,0
AS032,16,Toronto,rural,33.19,Early,104,0,0,0,0,0,0,0,0,0,0,0,7,0
AS032,16,Toronto,rural,33.19,Early,95,0,0,0,0,0,0,0,0,0,0,0,0,0
AS032,16,Toronto,rural,33.19,Early,64,0,0,0,0,0,0,0,0,0,0,0,4,0
AS032,16,Toronto,rural,33.19,Early,75,0,0,0,0,0,0,0,0,1,1,1,3.5,0.4
AS032,16,Toronto,rural,33.19,Early,83,1,0,0,0,0,0,0,0,0,1,1,0,0
AS032,16,Toronto,rural,33.19,Early,63,0,0,0,0,0,0,0,0,0,0,0,0.3,1.2
AS032,16,Toronto,rural,33.19,Early,138,0,0,0,0,0,0,0,0,0,0,0,3,8.7
AS032,16,Toronto,rural,33.19,Early,114.5,0,0,0,0,0,0,0,0,1,1,1,0.6,5.1
AS033,17,Toronto,rural,34.41,Early,64,0,0,0,0,0,0,0,0,0,0,0,0,0
AS033,17,Toronto,rural,34.41,Early,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0
AS033,17,Toronto,rural,34.41,Early,72.8,0,0,0,0,0,0,0,0,0,0,0,0.1,0
AS033,17,Toronto,rural,34.41,Early,119.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0
AS033,17,Toronto,rural,34.41,Early,109,0,0,0,0,0,0,0,0,0,0,0,1.5,0
AS033,17,Toronto,rural,34.41,Early,107,0,0,0,0,0,0,0,0,0,0,0,0.7,4.3
AS033,17,Toronto,rural,34.41,Early,67,0,0,0,0,0,0,0,0,0,0,0,0,0
AS033,17,Toronto,rural,34.41,Early,151,1,0,0,0,0,0,0,0,2,3,2,14.2,0.5
AS033,17,Toronto,rural,34.41,Early,158,0,0,0,0,0,0,0,0,1,1,1,1.9,1.4
AS033,17,Toronto,rural,34.41,Early,127,0,0,0,0,0,0,0,0,0,0,0,3.6,9.2
AS034,18,Toronto,rural,32.77,Early,72.2,0,0,0,0,0,0,0,0,0,0,0,0,0
AS034,18,Toronto,rural,32.77,Early,78.4,0,0,0,0,0,0,0,0,0,0,0,6.8,13.5
AS034,18,Toronto,rural,32.77,Early,86.2,0,0,0,0,0,0,0,0,0,0,0,2.4,20.7
AS034,18,Toronto,rural,32.77,Early,81.4,2,0,0,0,0,0,0,0,1,3,2,1.4,0
AS034,18,Toronto,rural,32.77,Early,79.8,0,0,0,0,0,0,0,0,0,0,0,0,0
AS034,18,Toronto,rural,32.77,Early,97,0,0,0,0,0,0,0,0,0,0,0,0,0
AS034,18,Toronto,rural,32.77,Early,73,0,0,0,0,0,0,0,0,0,0,0,0.9,0
AS034,18,Toronto,rural,32.77,Early,91,0,0,0,0,0,0,0,0,2,2,1,0.5,4.5
AS034,18,Toronto,rural,32.77,Early,91,0,0,0,0,0,0,0,0,1,1,1,2.5,3.5
AS034,18,Toronto,rural,32.77,Early,81,1,0,0,0,0,0,0,0,0,1,1,0,0
AS035,19,Toronto,rural,35.42,Early,37,0,0,0,0,0,0,0,0,0,0,0,1.6,0
AS035,19,Toronto,rural,35.42,Early,25,0,0,0,0,0,0,0,0,0,0,0,13.9,0
AS035,19,Toronto,rural,35.42,Early,105,0,0,0,0,0,0,0,0,0,0,0,0,0
AS035,19,Toronto,rural,35.42,Early,110,0,0,0,0,0,0,0,0,0,0,0,0,0
AS035,19,Toronto,rural,35.42,Early,88,0,0,0,0,0,0,0,0,0,0,0,0.1,0
AS035,19,Toronto,rural,35.42,Early,118,2,0,0,0,0,0,0,0,0,2,1,0.5,0
AS035,19,Toronto,rural,35.42,Early,79,1,0,0,0,0,0,0,0,0,1,1,0.7,0
AS035,19,Toronto,rural,35.42,Early,146,1,0,0,0,0,0,0,0,0,1,1,0,0.9
AS035,19,Toronto,rural,35.42,Early,132,2,0,0,0,0,0,0,0,1,3,2,0.1,0.7
AS035,19,Toronto,rural,35.42,Early,141,0,0,0,0,0,0,0,0,1,1,1,0.5,0
AS036,20,Toronto,rural,35.98,Early,72,1,0,0,0,0,0,0,0,0,1,1,0,0
AS036,20,Toronto,rural,35.98,Early,69.8,1,0,0,0,0,0,0,0,0,1,1,9,0
AS036,20,Toronto,rural,35.98,Early,82,0,0,0,0,0,0,0,0,0,0,0,0,0
AS036,20,Toronto,rural,35.98,Early,52,1,0,0,0,0,0,0,0,0,1,1,0,0
AS036,20,Toronto,rural,35.98,Early,60,0,0,0,0,0,0,0,0,0,0,0,0.2,0
AS036,20,Toronto,rural,35.98,Early,73.5,0,0,0,0,0,0,0,0,2,2,1,0.6,0
AS036,20,Toronto,rural,35.98,Early,85,0,0,0,0,0,0,1,0,0,1,1,0.1,0
AS036,20,Toronto,rural,35.98,Early,92,1,0,0,0,0,0,0,0,0,1,1,0,0
AS036,20,Toronto,rural,35.98,Early,119.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AS036,20,Toronto,rural,35.98,Early,128,0,0,0,0,0,0,0,0,0,0,0,11.6,0
AS037,21,Toronto,rural,37.66,Early,45,10,0,0,0,0,0,0,0,0,10,1,0,0
AS037,21,Toronto,rural,37.66,Early,90,0,0,0,0,0,0,0,0,0,0,0,16.5,2.3
AS039,22,Toronto,urban,5.42,Early,96,0,0,0,0,0,0,0,0,0,0,0,0,0
AS039,22,Toronto,urban,5.42,Early,76,0,0,0,0,0,0,0,0,0,0,0,1.6,0
AS039,22,Toronto,urban,5.42,Early,112.5,0,0,0,0,0,0,0,0,0,0,0,0.2,0
AS039,22,Toronto,urban,5.42,Early,52,0,0,0,0,0,0,0,0,0,0,0,0,0
AS039,22,Toronto,urban,5.42,Early,82.5,0,0,0,0,0,0,0,0,3,3,1,0.4,0
AS040,23,Toronto,urban,5.82,Early,68.5,2,0,0,0,0,0,0,0,0,2,1,0.8,0
AS040,23,Toronto,urban,5.82,Early,41.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0
AS040,23,Toronto,urban,5.82,Early,22.5,1,0,0,0,0,0,0,0,0,1,1,1.5,0
AS040,23,Toronto,urban,5.82,Early,25,0,0,0,0,0,0,0,0,0,0,0,2.4,0
AS040,23,Toronto,urban,5.82,Early,26.1,0,0,0,0,0,0,0,0,0,0,1,0,0
AS041,24,Toronto,urban,5.7,Early,127,1,0,0,0,0,0,0,0,0,1,1,0,0
AS041,24,Toronto,urban,5.7,Early,71.5,1,0,0,0,0,0,0,0,0,1,1,0.5,0
AS041,24,Toronto,urban,5.7,Early,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AS041,24,Toronto,urban,5.7,Early,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AS041,24,Toronto,urban,5.7,Early,103,0,0,0,0,0,0,0,0,0,0,0,0,0
AS042,25,Toronto,urban,6.17,Early,154,0,0,0,0,0,0,0,0,0,0,0,0.1,0
AS042,25,Toronto,urban,6.17,Early,83.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AS042,25,Toronto,urban,6.17,Early,128.5,0,0,0,0,0,0,0,0,0,0,0,1.2,0
AS042,25,Toronto,urban,6.17,Early,146,0,0,0,0,0,0,0,0,0,0,0,0.5,0
AS042,25,Toronto,urban,6.17,Early,129,0,0,0,0,0,0,0,0,0,0,0,11.5,0
AS043,26,Toronto,urban,7.4,Early,78,0,0,0,0,0,0,0,0,0,0,0,0.9,0
AS043,26,Toronto,urban,7.4,Early,152,0,0,0,0,0,0,1,0,0,1,1,5.8,0
AS043,26,Toronto,urban,7.4,Early,130.5,0,0,0,0,0,0,0,0,0,0,0,1.3,0
AS043,26,Toronto,urban,7.4,Early,153.5,0,0,0,0,0,0,0,0,0,0,0,0.8,0
AS043,26,Toronto,urban,7.4,Early,138,0,0,0,0,0,0,0,0,0,0,0,7.4,0
AS044,27,Toronto,urban,7.79,Early,94,2,0,0,0,0,0,0,0,0,2,1,0,0
AS044,27,Toronto,urban,7.79,Early,97.2,0,0,0,0,0,0,0,0,1,1,1,0.3,0
AS044,27,Toronto,urban,7.79,Early,89.5,0,0,0,0,0,0,0,0,1,1,1,0.4,0
AS044,27,Toronto,urban,7.79,Early,103,0,0,0,0,0,0,0,0,1,1,1,0.7,0
AS044,27,Toronto,urban,7.79,Early,113.5,0,0,0,0,0,0,0,0,0,0,0,10,0
AS046,28,Toronto,rural,39.03,Early,76,0,2,0,0,0,0,0,0,0,2,1,0.4,0
AS046,28,Toronto,rural,39.03,Early,83,0,0,0,0,0,0,1,0,0,1,1,37.6,12.2
AS046,28,Toronto,rural,39.03,Early,95,0,0,0,0,0,0,2,0,0,2,1,3.8,17.9
AS046,28,Toronto,rural,39.03,Early,74,0,0,0,0,0,0,0,0,0,0,0,17.3,18.1
AS046,28,Toronto,rural,39.03,Early,63,0,1,0,0,0,0,0,0,0,1,1,23.5,17.3
AS047,29,Toronto,rural,39.49,Early,40,0,1,0,0,0,0,0,0,0,1,1,8.5,1.4
AS047,29,Toronto,rural,39.49,Early,52,0,0,0,0,1,0,1,0,0,2,2,14.8,7
AS047,29,Toronto,rural,39.49,Early,36,0,0,0,0,0,0,1,0,0,1,1,7.5,0
AS047,29,Toronto,rural,39.49,Early,31,0,0,0,0,0,0,0,0,0,0,0,0,0
AS047,29,Toronto,rural,39.49,Early,30,0,0,0,0,0,0,0,0,0,0,0,0,0
AS047,29,Toronto,rural,39.49,Early,94,0,0,0,0,0,0,0,0,0,0,0,2,6.4
AS047,29,Toronto,rural,39.49,Early,109,0,0,0,0,0,0,0,0,0,0,0,0,0
AS047,29,Toronto,rural,39.49,Early,110,0,1,0,0,0,0,0,0,1,2,2,1.5,1.2
AS047,29,Toronto,rural,39.49,Early,115,0,0,0,0,0,0,0,0,0,0,0,0,0
AS047,29,Toronto,rural,39.49,Early,168,0,0,0,0,0,0,1,0,1,2,2,0.8,0
AS048,30,Toronto,rural,41.74,Early,62,0,0,0,0,0,0,0,0,0,0,0,2,2.5
AS048,30,Toronto,rural,41.74,Early,81,0,0,0,0,0,0,0,0,4,4,1,2,0
AS048,30,Toronto,rural,41.74,Early,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AS048,30,Toronto,rural,41.74,Early,84.5,0,0,0,0,0,0,0,0,0,0,0,8.5,0
AS048,30,Toronto,rural,41.74,Early,56,0,0,0,0,0,0,0,0,0,0,0,10.4,0
AS049,31,Toronto,rural,40.74,Early,83.5,0,0,0,0,0,0,0,0,0,0,0,0.3,0
AS049,31,Toronto,rural,40.74,Early,92,0,0,0,0,0,0,2,0,0,2,1,5.9,0
AS049,31,Toronto,rural,40.74,Early,60,0,0,0,0,0,0,0,0,2,2,1,1,0
AS049,31,Toronto,rural,40.74,Early,112,0,0,0,0,0,0,0,0,0,0,0,1.1,0
AS049,31,Toronto,rural,40.74,Early,85,0,0,0,0,0,0,0,0,0,0,0,0.4,0
AS050,32,Toronto,urban,8.73,Early,82,2,0,0,0,0,0,0,0,5,7,2,5.2,0
AS050,32,Toronto,urban,8.73,Early,126,5,0,0,0,0,0,0,0,4,9,2,4,0
AS050,32,Toronto,urban,8.73,Early,84.5,1,0,0,0,0,0,0,0,1,2,2,0.9,0
AS050,32,Toronto,urban,8.73,Early,38,3,0,0,0,0,0,0,0,0,3,1,5.4,0
AS050,32,Toronto,urban,8.73,Early,114,0,0,0,0,0,0,0,0,0,0,0,0,0
AS051,33,Toronto,urban,8.97,Early,113,9,0,0,0,0,0,1,0,2,12,3,5.2,0
AS051,33,Toronto,urban,8.97,Early,107,3,0,0,0,0,0,1,0,1,5,3,1.1,0
AS051,33,Toronto,urban,8.97,Early,49,5,0,0,0,0,0,1,0,0,6,2,0.5,0
AS051,33,Toronto,urban,8.97,Early,67,1,0,0,0,0,0,0,0,5,6,2,4,0
AS051,33,Toronto,urban,8.97,Early,31,1,0,0,0,0,0,0,0,4,5,2,15.3,0
AS052,34,Toronto,urban,9.6,Early,103,2,0,0,0,0,0,0,0,2,4,2,1.6,0
AS052,34,Toronto,urban,9.6,Early,105,0,0,0,0,0,0,0,0,2,2,1,2.6,0
AS052,34,Toronto,urban,9.6,Early,113,1,0,0,0,0,0,0,0,1,2,2,0.5,0
AS052,34,Toronto,urban,9.6,Early,102,0,0,0,0,0,0,0,0,0,0,0,0,0
AS052,34,Toronto,urban,9.6,Early,128,0,0,0,0,0,0,0,0,3,3,1,3,0
AS053,35,Toronto,urban,9.85,Early,75,0,0,0,0,0,0,0,0,0,0,0,0.9,0
AS053,35,Toronto,urban,9.85,Early,46,0,0,0,0,0,0,0,0,0,0,0,5.2,0
AS053,35,Toronto,urban,9.85,Early,66,0,0,0,0,0,0,0,0,1,1,1,6.4,0
AS053,35,Toronto,urban,9.85,Early,85,0,0,0,0,0,0,0,0,1,1,1,2.1,0
AS053,35,Toronto,urban,9.85,Early,70.5,0,0,0,0,0,0,0,0,0,0,0,3,0
AS054,36,Toronto,urban,9.62,Early,80,2,0,0,0,0,0,0,0,0,2,1,5,0.4
AS054,36,Toronto,urban,9.62,Early,24,0,0,0,0,0,0,0,0,2,2,1,1.5,2.3
AS054,36,Toronto,urban,9.62,Early,67.5,1,0,0,0,0,0,0,0,2,3,2,8.3,0
AS054,36,Toronto,urban,9.62,Early,87,0,0,0,0,0,0,0,0,0,0,0,9,0
AS054,36,Toronto,urban,9.62,Early,101,0,0,0,0,0,0,0,0,0,0,0,0,0
AS055,37,Toronto,urban,9.83,Early,28,3,0,0,0,0,0,0,0,0,3,1,0,0
AS055,37,Toronto,urban,9.83,Early,27.5,1,0,0,0,0,0,0,0,0,1,1,0,0
AS055,37,Toronto,urban,9.83,Early,35,2,0,0,0,0,0,0,0,0,2,1,2.3,0
AS055,37,Toronto,urban,9.83,Early,39,3,0,0,0,0,0,0,0,0,3,1,0,0
AS055,37,Toronto,urban,9.83,Early,31,2,0,0,0,0,0,0,0,0,2,1,0.4,0
AS056,38,Toronto,rural,40.2,Early,80,0,0,0,0,0,0,0,0,0,0,0,16.1,10
AS056,38,Toronto,rural,40.2,Early,59,1,0,0,0,0,0,0,0,0,1,1,0.6,0
AS056,38,Toronto,rural,40.2,Early,65,1,0,0,0,0,0,0,0,0,1,1,0.1,0
AS056,38,Toronto,rural,40.2,Early,74,1,0,0,0,0,0,0,0,0,1,1,1.5,0
AS056,38,Toronto,rural,40.2,Early,68,0,0,0,0,0,0,0,0,0,0,0,18.2,4.2
AS057,39,Toronto,rural,38.18,Early,48.5,0,0,0,0,0,0,0,0,0,0,0,1,0
AS057,39,Toronto,rural,38.18,Early,71,0,0,0,0,0,0,0,0,7,7,1,6,0
AS057,39,Toronto,rural,38.18,Early,60,0,0,0,0,0,0,0,0,0,0,0,8.8,8.7
AS057,39,Toronto,rural,38.18,Early,64,0,0,0,0,0,0,0,0,0,0,0,1.2,2.5
AS057,39,Toronto,rural,38.18,Early,122,0,0,0,0,0,0,0,0,0,0,0,2.2,21.5
AS058,40,Toronto,rural,36.64,Early,51,0,0,0,0,0,0,0,0,0,0,0,1.5,0
AS058,40,Toronto,rural,36.64,Early,48,0,0,0,0,0,0,0,0,0,0,0,0,0
AS058,40,Toronto,rural,36.64,Early,45,0,0,0,0,0,0,0,0,0,0,0,0,0
AS059,41,Toronto,rural,36.19,Early,91,0,0,0,0,0,0,0,0,2,2,1,0.4,0
AS059,41,Toronto,rural,36.19,Early,102,0,0,0,0,0,0,0,0,1,1,1,0.4,0
AS059,41,Toronto,rural,36.19,Early,73,0,0,0,0,0,0,0,0,0,0,0,0,0
AS059,41,Toronto,rural,36.19,Early,72.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0
AS059,41,Toronto,rural,36.19,Early,142,0,0,0,0,0,0,0,0,0,0,0,0.5,0
AS060,42,Toronto,urban,20.77,Early,72,0,0,0,0,0,0,0,0,0,0,0,3.5,3.2
AS060,42,Toronto,urban,20.77,Early,69,0,0,0,0,0,0,0,0,1,1,1,0.8,0
AS060,42,Toronto,urban,20.77,Early,51,0,0,0,0,0,0,0,0,0,0,0,16.1,5.5
AS060,42,Toronto,urban,20.77,Early,69,0,0,0,0,0,0,0,0,0,0,0,1,6.8
AS060,42,Toronto,urban,20.77,Early,67,0,0,0,0,0,0,0,0,0,0,0,0.4,1.2
AS062,43,Toronto,urban,19.51,Early,113.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AS062,43,Toronto,urban,19.51,Early,86,0,0,0,0,0,0,0,0,0,0,0,0,0
AS062,43,Toronto,urban,19.51,Early,44,0,0,0,0,0,0,0,0,0,0,0,0,0
AS062,43,Toronto,urban,19.51,Early,110.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AS062,43,Toronto,urban,19.51,Early,88,0,0,0,0,0,0,0,0,0,0,0,2.7,11.7
AS063,43,Toronto,urban,19,Early,119.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AS063,43,Toronto,urban,19,Early,118,0,0,0,0,0,0,0,0,0,0,0,11,7.9
AS063,43,Toronto,urban,19,Early,86,1,0,0,0,0,0,0,0,1,2,2,0.7,0
AS063,43,Toronto,urban,19,Early,78,2,0,0,0,0,0,0,0,1,3,2,9.2,6
AS063,43,Toronto,urban,19,Early,72,0,0,0,0,0,0,0,0,0,0,0,9.5,3.5
AS064,44,Toronto,urban,2.29,Early,133.2,0,0,0,0,0,0,0,0,0,0,1,2.1,0
AS064,44,Toronto,urban,2.29,Early,91.3,0,0,0,0,0,0,0,0,0,0,1,1.5,0
AS064,44,Toronto,urban,2.29,Early,79,0,0,0,0,0,0,0,0,0,0,1,0.6,0
AS064,44,Toronto,urban,2.29,Early,102,0,0,0,0,0,0,0,0,0,0,1,1.7,0
AS064,44,Toronto,urban,2.29,Early,104.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0
AS065,45,Toronto,urban,2.27,Early,102,0,0,0,0,0,0,0,0,0,0,0,0,0
AS065,45,Toronto,urban,2.27,Early,105.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0
AS066,46,Toronto,urban,3.36,Early,134,0,0,0,0,0,0,0,0,0,0,0,0,0
AS066,46,Toronto,urban,3.36,Early,116.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AS066,46,Toronto,urban,3.36,Early,121,0,0,0,0,0,0,0,0,0,0,0,0,0
AS066,46,Toronto,urban,3.36,Early,119.6,0,0,0,0,0,0,0,0,0,0,0,0,0
AS066,46,Toronto,urban,3.36,Early,102.2,0,0,0,0,0,0,0,0,0,0,0,0,0
AS067,47,Toronto,urban,2.99,Early,65.2,2,0,0,0,0,0,0,0,0,2,1,3,0
AS067,47,Toronto,urban,2.99,Early,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0
AS067,47,Toronto,urban,2.99,Early,77.8,1,0,0,0,0,0,0,0,1,2,3,0.6,0
AS067,47,Toronto,urban,2.99,Early,79,0,0,0,0,0,0,0,0,1,1,1,2,0
AS067,47,Toronto,urban,2.99,Early,58,0,0,0,0,0,0,0,0,0,0,0,0,0
AS069,48,Toronto,urban,3.72,Early,23,0,0,0,0,0,0,1,0,0,1,1,1.5,0
AS069,48,Toronto,urban,3.72,Early,78,0,0,0,0,0,0,0,0,0,0,0,0.3,0
AS069,48,Toronto,urban,3.72,Early,107,0,0,0,0,0,0,0,0,0,0,0,1.9,0
AS069,48,Toronto,urban,3.72,Early,89,0,0,25,0,0,0,0,0,0,25,1,1.1,0
